title,br_id,media_type,distributor,genres,rating,bluray_ratings,media_img,release_date
Bride of Re-Animator (1989),155967,blu_ray,Arrow,Horror; Dark humor; Sci-Fi,6.5,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/covers/155967_medium.jpg?t=1473710209,"Oct 18, 2016"
Bridesmaids (2011),238229,blu_ray,Universal Studios,Comedy; Romance,7.2,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/covers/238229_medium.jpg?t=1552519608,"May 07, 2019"
The Brood (1979),64495,blu_ray,Criterion,Horror; Sci-Fi,7.3,3D = 0.0; 4K = 0.0; Audio = 5.0; Extras = 4.5; Video = 4.8,https://images2.static-bluray.com/movies/covers/64495_medium.jpg?t=1544991386,"Oct 13, 2015"
C.H.U.D. (1984),79125,blu_ray,Arrow,Horror; Sci-Fi,6.2,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 4.5; Video = 3.5,https://images4.static-bluray.com/movies/covers/79125_medium.jpg?t=1471036321,"Nov 22, 2016"
C.H.U.D. II: Bud the Chud (1989),164313,blu_ray,Lionsgate Films,Horror; Comedy,5,3D = 0.0; 4K = 0.0; Audio = 3.0; Extras = 2.5; Video = 2.5,https://images2.static-bluray.com/movies/covers/164313_medium.jpg?t=1474495944,"Nov 22, 2016"
The Candy Tangerine Man / Lady Cocoa (1975),154513,blu_ray,Vinegar Syndrome,Action; Adventure; Crime; Drama,6.9,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 2.5; Video = 4.0,https://images.static-bluray.com/movies/covers/154513_medium.jpg?t=1464122916,"Jul 26, 2016"
Candyman (1992),23480,blu_ray,Shout Factory,Horror; Supernatural; Thriller,7.5,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 4.5; Video = 4.0,https://images3.static-bluray.com/movies/covers/23480_medium.jpg?t=1532144891,"Nov 20, 2018"
The Cannonball Run (1981),27481,blu_ray,HBO,Comedy; Action,6.3,3D = 0.0; 4K = 0.0; Audio = 3.0; Extras = 2.4; Video = 3.9,https://images4.static-bluray.com/movies/covers/27481_medium.jpg?t=1312988457,"Nov 08, 2011"
Casino 4K (1995),247535,blu_ray,Universal Studios,Crime; Drama; Period; Epic; Melodrama,8.4,3D = 0.0; 4K = 4.5; Audio = 4.0; Extras = 3.0; Video = 4.5,https://images2.static-bluray.com/movies/covers/247535_medium.jpg?t=1565338411,"Sep 10, 2019"
Castle Freak (1995),70676,blu_ray,Full Moon Features,Horror; Thriller; Mystery; Drama,6.7,3D = 0.0; 4K = 0.0; Audio = 3.2; Extras = 2.6; Video = 3.1,https://images4.static-bluray.com/movies/covers/70676_medium.jpg?t=1396980202,"Aug 20, 2013"
The Cat o' Nine Tails (1971),202818,blu_ray,Arrow,Horror; Foreign; Mystery; Thriller; Crime,6.7,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/covers/202818_medium.jpg?t=1523634589,"Jul 03, 2018"
Cat's Eye (1985),79570,blu_ray,Warner Bros.,Horror; Thriller,6.8,3D = 0.0; 4K = 0.0; Audio = 3.1; Extras = 2.0; Video = 3.8,https://images4.static-bluray.com/movies/covers/79570_medium.jpg?t=1474346154,"Sep 20, 2016"
Cellar Dweller / Catacombs (1988),127343,blu_ray,Shout Factory,Horror,5.8,3D = 0.0; 4K = 0.0; Audio = 2.5; Extras = 0.5; Video = 3.0,https://images4.static-bluray.com/movies/covers/127343_medium.jpg?t=1429403953,"Jul 14, 2015"
The Changeling (1980),206971,blu_ray,Severin Films,Horror; Supernatural; Mystery,7.7,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 4.0; Video = 4.0,https://images.static-bluray.com/movies/covers/206971_medium.jpg?t=1528278962,"Aug 07, 2018"
Chappie (2015),132555,blu_ray,Sony Pictures,Action; Sci-Fi; Thriller,6.6,3D = 0.0; 4K = 0.0; Audio = 4.3; Extras = 4.0; Video = 4.7,https://images3.static-bluray.com/movies/covers/132555_medium.jpg?t=1434492838,"Jun 16, 2015"
Chef (2014),105365,blu_ray,Universal Studios,Comedy,7.7,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 3.2; Video = 4.6,https://images4.static-bluray.com/movies/covers/105365_medium.jpg?t=1466188951,"Sep 30, 2014"
Child's Play (2019),245926,blu_ray,20th Century Fox,Horror; Thriller,6.1,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 3.8; Video = 4.4,https://images2.static-bluray.com/movies/covers/245926_medium.jpg?t=1576367735,"Sep 24, 2019"
Children of the Corn (1984),181537,blu_ray,Arrow,Horror; Thriller,6.2,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 5.0; Video = 4.0,https://images3.static-bluray.com/movies/covers/181537_medium.jpg?t=1497151101,"Oct 03, 2017"
The Chill Factor (1993),241513,blu_ray,Arrow,Horror; Sci-Fi; Thriller,6.1,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 4.0; Video = 3.0,https://images4.static-bluray.com/movies/covers/241513_medium.jpg?t=1556320967,"Jul 16, 2019"
Chopping Mall (1986),82406,blu_ray,Lionsgate Films,Horror; Sci-Fi; Comedy,6.5,3D = 0.0; 4K = 0.0; Audio = 3.8; Extras = 4.2; Video = 3.2,https://images4.static-bluray.com/movies/covers/82406_medium.jpg?t=1470246118,"Sep 27, 2016"
Christine (1983),163649,blu_ray,Sony Pictures,Horror; Supernatural; Mystery; Teen; Drama,7.6,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 4.5; Video = 5.0,https://images.static-bluray.com/movies/covers/163649_medium.jpg?t=1522303630,"Nov 13, 2016"
Christmas Evil (1980),103050,blu_ray,Vinegar Syndrome,Horror; Dark humor; Thriller; Holiday,6.7,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 4.8; Video = 4.8,https://images.static-bluray.com/movies/covers/103050_medium.jpg?t=1416020736,"Nov 18, 2014"
Chucky: The Complete 7-Movie Collection (1988-2017),182890,blu_ray,Universal Studios,Horror; Thriller; Mystery; Comedy,6.4,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/covers/182890_medium.jpg?t=1499965629,2017
Clash of the Titans / Wrath of the Titans (1981-2012),123374,blu_ray,Warner Bros.,Action; Adventure; Fantasy; Family; Romance,6.4,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/covers/123374_medium.jpg?t=1421911193,2012
Class of 1984 (1982),78449,blu_ray,Shout Factory,Action; Crime; Drama; Thriller,7.2,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 4.2; Video = 3.8,https://images2.static-bluray.com/movies/covers/78449_medium.jpg?t=1435193689,"Apr 14, 2015"
Class of 1999 (1990),193832,blu_ray,Lionsgate Films,Horror; Sci-Fi; Action,6.6,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.0; Video = 3.5,https://images2.static-bluray.com/movies/covers/193832_medium.jpg?t=1512427462,"Jan 30, 2018"
Class of Nuke 'Em High (1986),9331,blu_ray,Troma,Horror; Comedy,6.2,3D = 0.0; 4K = 0.0; Audio = 2.5; Extras = 3.1; Video = 3.2,https://images4.static-bluray.com/movies/covers/9331_medium.jpg?t=1403153004,"Jun 01, 2010"
Class of Nuke 'Em High 2: Subhumanoid Meltdown (1991),122648,blu_ray,Troma,Horror; Comedy,5.7,3D = 0.0; 4K = 0.0; Audio = 3.0; Extras = 3.0; Video = 3.5,https://images.static-bluray.com/movies/covers/122648_medium.jpg?t=1426936722,"Apr 21, 2015"
"Class of Nuke 'Em High 3: The Good, the Bad and the Subhumanoid (1994)",139352,blu_ray,Troma,Horror; Sci-Fi; Comedy; Action,6.2,3D = 0.0; 4K = 0.0; Audio = 2.0; Extras = 2.5; Video = 2.5,https://images.static-bluray.com/movies/covers/139352_medium.jpg?t=1440647039,"Oct 13, 2015"
Close Encounters of the Third Kind 4K (1977),171515,blu_ray,Sony Pictures,Sci-Fi; Adventure; Thriller; Drama,8.3,3D = 0.0; 4K = 3.9; Audio = 4.2; Extras = 4.8; Video = 3.7,https://images2.static-bluray.com/movies/covers/171515_medium.jpg?t=1520849858,"Sep 19, 2017"
Cobra (1986),23420,blu_ray,Warner Bros.,Thriller; Action; Crime,6.4,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 2.1; Video = 3.5,https://images.static-bluray.com/movies/covers/23420_medium.jpg?t=1410820292,"Aug 16, 2011"
Commando (1985),40573,blu_ray,20th Century Fox,Action; Thriller,7.3,3D = 0.0; 4K = 0.0; Audio = 4.2; Extras = 1.7; Video = 4.2,https://images3.static-bluray.com/movies/covers/40573_medium.jpg?t=1392074094,"May 10, 2011"
The Complete Lady Snowblood (1973-1974),142689,blu_ray,Criterion,Foreign; Drama; Period; Thriller; Comic book; Adventure; Action,7.1,3D = 0.0; 4K = 0.0; Audio = 5.0; Extras = 3.5; Video = 4.5,https://images4.static-bluray.com/movies/covers/142689_medium.jpg?t=1544932219,1974
The Complete Sartana (1968-1970),202366,blu_ray,Arrow,Foreign; Western; Mystery; Crime; Heist; Action,6.6,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 5.0; Video = 4.5,https://images.static-bluray.com/movies/covers/202366_medium.jpg?t=1523977908,1970
Conan: The Complete Quest (1982-1984),153739,blu_ray,Universal Studios,Action; Comic book; Adventure; Fantasy,6.9,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 3.5; Video = 4.5,https://images2.static-bluray.com/movies/covers/153739_medium.jpg?t=1461832268,1984
Contagion (2011),158206,blu_ray,Warner Bros.,Thriller; Psychological thriller; Mystery; Drama; Sci-Fi,7,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/covers/158206_medium.jpg?t=1466164034,"Oct 06, 2015"
Contamination (1980),125603,blu_ray,Arrow,Horror; Sci-Fi,6.1,3D = 0.0; 4K = 0.0; Audio = 4.8; Extras = 5.0; Video = 5.0,https://images.static-bluray.com/movies/covers/125603_medium.jpg?t=1437313054,"Jul 07, 2015"
Contamination .7 (1993),171625,blu_ray,Shout Factory,Horror,5.2,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 0.5; Video = 4.0,https://images2.static-bluray.com/movies/covers/171625_medium.jpg?t=1483736794,"Apr 18, 2017"
Creepshow (1982),209360,blu_ray,Shout Factory,Horror; Thriller; Dark humor; Comic book,7.6,3D = 0.0; 4K = 0.0; Audio = 4.2; Extras = 5.0; Video = 4.8,https://images2.static-bluray.com/movies/covers/209360_medium.jpg?t=1530823403,"Oct 23, 2018"
Creepshow 2 (1987),164261,blu_ray,Arrow,Horror; Thriller; Dark humor; Animation; Comic book,7,3D = 0.0; 4K = 0.0; Audio = 4.1; Extras = 4.4; Video = 4.1,https://images2.static-bluray.com/movies/covers/164261_medium.jpg?t=1473857875,"Dec 13, 2016"
The Crimson Cult (1968),120069,blu_ray,Kino Lorber,Horror,6.6,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 4.0; Video = 4.0,https://images4.static-bluray.com/movies/covers/120069_medium.jpg?t=1431125240,"Jul 07, 2015"
Critters Attack! (2019),241510,blu_ray,Warner Bros.,Horror; Sci-Fi; Dark humor,5.3,3D = 0.0; 4K = 0.0; Audio = 5.0; Extras = 2.5; Video = 4.0,https://images.static-bluray.com/movies/covers/241510_medium.jpg?t=1557965313,"Jul 23, 2019"
The Critters Collection (1986-1992),210642,blu_ray,Shout Factory,Horror; Thriller; Sci-Fi; Comedy,5.6,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 5.0; Video = 4.0,https://images.static-bluray.com/movies/covers/210642_medium.jpg?t=1534885867,1992
"Crouching Tiger, Hidden Dragon 4K (2000)",162080,blu_ray,Sony Pictures,Epic; Foreign; Martial arts; Drama; Period; Action; Adventure; Romance,8,3D = 0.0; 4K = 3.4; Audio = 4.6; Extras = 3.9; Video = 4.2,https://images3.static-bluray.com/movies/covers/162080_medium.jpg?t=1472593520,"Oct 18, 2016"
The Curse / Curse II: The Bite (1987-1989),144329,blu_ray,Shout Factory,Horror; Sci-Fi,5.5,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/covers/144329_medium.jpg?t=1453829974,1989
Cutting Class (1989),227579,blu_ray,Vinegar Syndrome,Horror; Thriller; Comedy,6.2,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/covers/227579_medium.jpg?t=1545173207,"Jan 29, 2019"
Dagon (2001),202605,blu_ray,Lionsgate Films,Horror; Mystery; Thriller; Fantasy,6.6,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 4.0; Video = 2.0,https://images.static-bluray.com/movies/covers/202605_medium.jpg?t=1526351886,"Jul 24, 2018"
Dangerous Men (2005),141636,blu_ray,Drafthouse Films,Action; Crime; Thriller,6.6,3D = 0.0; 4K = 0.0; Audio = 2.5; Extras = 4.0; Video = 3.5,https://images.static-bluray.com/movies/covers/141636_medium.jpg?t=1452400847,"Apr 19, 2016"
Dark Angel (1990),68993,blu_ray,Shout Factory,Action; Adventure; Sci-Fi,6.8,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 2.5; Video = 3.5,https://images3.static-bluray.com/movies/covers/68993_medium.jpg?t=1430026219,"Aug 27, 2013"
The Dark Crystal 4K (1982),195219,blu_ray,Sony Pictures,Fantasy; Adventure; Family; Animation,7.5,3D = 0.0; 4K = 2.0; Audio = 2.0; Extras = 3.0; Video = 2.0,https://images.static-bluray.com/movies/covers/195219_medium.jpg?t=1514014322,"Mar 06, 2018"
The Dark Half (1993),109618,blu_ray,Shout Factory,Horror; Mystery,6.5,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 3.8; Video = 4.0,https://images.static-bluray.com/movies/covers/109618_medium.jpg?t=1420081061,"Nov 18, 2014"
Dark Water (2002),159830,blu_ray,Arrow,Horror; Foreign; Supernatural; Psychological thriller; Drama,7.2,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 3.5; Video = 2.5,https://images2.static-bluray.com/movies/covers/159830_medium.jpg?t=1469200613,"Oct 11, 2016"
The Day After (1983),66291,blu_ray,Kino Lorber,War; Thriller; Drama,7.2,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 4.0; Video = 4.0,https://images2.static-bluray.com/movies/covers/66291_medium.jpg?t=1534046577,"Aug 07, 2018"
Day of the Dead (1985),61746,blu_ray,Shout Factory,Horror; Thriller; Sci-Fi; Drama,7.6,3D = 0.0; 4K = 0.0; Audio = 3.8; Extras = 4.2; Video = 3.5,https://images2.static-bluray.com/movies/covers/61746_medium.jpg?t=1436837201,"Sep 17, 2013"
De Palma & De Niro: The Early Films (1968-1970),214610,blu_ray,Arrow,Drama; Dark humor; Comedy,6.4,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 4.0; Video = 4.0,https://images4.static-bluray.com/movies/covers/214610_medium.jpg?t=1539113742,1970
The Dead Next Door (1989),179807,blu_ray,Tempe Digital,Horror,6.3,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 4.0; Video = 3.5,https://images4.static-bluray.com/movies/covers/179807_medium.jpg?t=1495919690,"Sep 26, 2017"
Dead or Alive Trilogy (1999-2002),170332,blu_ray,Arrow,Foreign; Crime; Sci-Fi; Thriller; Action,6.6,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.5; Video = 3.0,https://images4.static-bluray.com/movies/covers/170332_medium.jpg?t=1482338892,2002
Dead Ringers (1988),44352,blu_ray,Shout Factory,Horror; Thriller; Drama,7.6,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 4.0; Video = 3.5,https://images4.static-bluray.com/movies/covers/44352_medium.jpg?t=1476375977,"Nov 15, 2016"
Dead-End Drive-In (1986),157625,blu_ray,Arrow,Horror; Drama; Action,6.7,3D = 0.0; 4K = 0.0; Audio = 3.8; Extras = 3.2; Video = 4.0,https://images2.static-bluray.com/movies/covers/157625_medium.jpg?t=1465630429,"Sep 20, 2016"
The Deadly Duo (1971),7829,blu_ray,Tokyo Shock,Foreign; Martial arts; Action; Period; Adventure,6.7,3D = 0.0; 4K = 0.0; Audio = 3.0; Extras = 1.5; Video = 3.5,https://images4.static-bluray.com/movies/covers/7829_medium.jpg?t=1416817438,"May 11, 2010"
Deadly Prey (1987),127637,blu_ray,Slasher // Video,Action; Thriller,5.9,3D = 0.0; 4K = 0.0; Audio = 3.0; Extras = 0.0; Video = 0.5,https://images2.static-bluray.com/movies/covers/127637_medium.jpg?t=1438834215,"Nov 17, 2015"
Death Machines (1976),166342,blu_ray,Vinegar Syndrome,Action; Thriller,6.5,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 4.0; Video = 5.0,https://images4.static-bluray.com/movies/covers/166342_medium.jpg?t=1476396685,"Nov 29, 2016"
Deathrow Gameshow (1987),163927,blu_ray,Vinegar Syndrome,Comedy; Crime; Dark humor; Thriller,6.2,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 5.0; Video = 4.5,https://images4.static-bluray.com/movies/covers/163927_medium.jpg?t=1474688587,"Oct 25, 2016"
Deep Impact (1998),5944,blu_ray,Paramount Pictures,Action; Thriller; Sci-Fi; Drama,6.6,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 3.0; Video = 4.0,https://images4.static-bluray.com/movies/covers/5944_medium.jpg?t=0,"Sep 15, 2009"
Demented (1980),170333,blu_ray,Shout Factory,Horror; Thriller; Drama,5.8,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/covers/170333_medium.jpg?t=1483736489,"Apr 11, 2017"
Demon Wind (1989),187601,blu_ray,Vinegar Syndrome,Horror; Supernatural,6.4,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 5.0; Video = 4.5,https://images3.static-bluray.com/movies/covers/187601_medium.jpg?t=1503722114,"Oct 24, 2017"
Demonoid: Messenger of Death (1981),104390,blu_ray,Vinegar Syndrome,Horror,6.5,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 4.0; Video = 4.5,https://images.static-bluray.com/movies/covers/104390_medium.jpg?t=1442887880,"Oct 20, 2015"
Destroyer / Edge of Sanity (1988-1989),147488,blu_ray,Shout Factory,Horror; Thriller,6,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/covers/147488_medium.jpg?t=1452205064,1989
Die Hard Collection (1988-2013),204524,blu_ray,20th Century Fox,Action; Thriller; Crime; Heist; Holiday,7.2,3D = 0.0; 4K = 0.0; Audio = 5.0; Extras = 4.0; Video = 4.0,https://images3.static-bluray.com/movies/covers/204524_medium.jpg?t=1525245901,2013
Dinosaurus! (1960),242650,blu_ray,Kino Lorber,Adventure; Sci-Fi,6.2,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 4.0; Video = 5.0,https://images.static-bluray.com/movies/covers/242650_medium.jpg?t=1559166776,"Aug 20, 2019"
Disco Godfather (1979),155371,blu_ray,Vinegar Syndrome,Action; Crime; Drama,6.8,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 4.5; Video = 4.5,https://images4.static-bluray.com/movies/covers/155371_medium.jpg?t=1468471370,"Aug 30, 2016"
District 9 (2009),7594,blu_ray,Sony Pictures,Action; Thriller; Sci-Fi,8,3D = 0.0; 4K = 0.0; Audio = 4.9; Extras = 4.2; Video = 4.6,https://images.static-bluray.com/movies/covers/7594_medium.jpg?t=1334095734,"Dec 22, 2009"
Django (1966),9536,blu_ray,Blue Underground,Foreign; Western; Action,7.5,3D = 0.0; 4K = 0.0; Audio = 3.0; Extras = 3.2; Video = 3.3,https://images3.static-bluray.com/movies/covers/9536_medium.jpg?t=1417138033,"May 25, 2010"
Django Unchained (2012),97671,blu_ray,Starz / Anchor Bay,Dark humor; Period; Western,8.4,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/covers/97671_medium.jpg?t=1403154258,"May 20, 2014"
"Django, Prepare a Coffin (1968)",172090,blu_ray,Arrow,Foreign; Western; Action,6.8,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 1.0; Video = 3.5,https://images3.static-bluray.com/movies/covers/172090_medium.jpg?t=1484342473,"Apr 11, 2017"
Do or Die (1991),246441,blu_ray,Mill Creek Entertainment,Erotic; Thriller; Comedy; Adventure; Action,6.5,3D = 0.0; 4K = 0.0; Audio = 3.0; Extras = 2.0; Video = 4.0,https://images3.static-bluray.com/movies/covers/246441_medium.jpg?t=1561759354,"Sep 17, 2019"
Do the Right Thing (1989),240141,blu_ray,Criterion,Drama; Comedy,8.1,3D = 0.0; 4K = 0.0; Audio = 5.0; Extras = 4.0; Video = 5.0,https://images2.static-bluray.com/movies/covers/240141_medium.jpg?t=1555362724,"Jul 23, 2019"
Doctor Who: Tom Baker - Complete Season One (1974-1975),196885,blu_ray,BBC,Sci-Fi; Adventure; Drama,8.4,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 5.0; Video = 2.6,https://images.static-bluray.com/movies/covers/196885_medium.jpg?t=1526672239,1975
Doctor Who: Tom Baker - Complete Season Seven (1980-1981),224967,blu_ray,BBC,Sci-Fi; Adventure; Drama,8.4,3D = 0.0; 4K = 0.0; Audio = 4.2; Extras = 5.0; Video = 3.2,https://images4.static-bluray.com/movies/covers/224967_medium.jpg?t=1547521426,1981
Doctor Who: Peter Davison - Complete Season One (1982),213360,blu_ray,BBC,Sci-Fi; Adventure; Drama,8.4,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 5.0; Video = 2.5,https://images3.static-bluray.com/movies/covers/213360_medium.jpg?t=1555886937,"Dec 04, 2018"
Dolemite (1975),128557,blu_ray,Vinegar Syndrome,Action; Adventure; Crime,6.6,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 4.0; Video = 4.5,https://images4.static-bluray.com/movies/covers/128557_medium.jpg?t=1458073254,"Apr 26, 2016"
Dolls (1987),42192,blu_ray,Shout Factory,Horror,6.8,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.0; Video = 4.0,https://images4.static-bluray.com/movies/covers/42192_medium.jpg?t=1407518624,"Nov 11, 2014"
Don't Go in the Woods (1981),109099,blu_ray,Vinegar Syndrome,Horror,5.3,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 5.0; Video = 4.0,https://images4.static-bluray.com/movies/covers/109099_medium.jpg?t=1422759665,"Mar 10, 2015"
Donnie Darko (2001),195756,blu_ray,Arrow,Dark humor; Mystery; Drama; Psychological thriller; Surreal; Supernatural; Period; Coming of age; Teen,8.2,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/covers/195756_medium.jpg?t=1514053406,"Mar 06, 2018"
Doom: Annihilation (2019),247967,blu_ray,Universal Studios,Action; Sci-Fi; Horror,4.8,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 0.0; Video = 3.5,https://images3.static-bluray.com/movies/covers/247967_medium.jpg?t=1563238507,"Oct 01, 2019"
Doom Asylum (1987),204222,blu_ray,Arrow,Horror; Comedy,5.6,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.5; Video = 4.0,https://images4.static-bluray.com/movies/covers/204222_medium.jpg?t=1525221170,"Jul 17, 2018"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),152607,blu_ray,Criterion,Drama; Dark humor; War; Imaginary,8.7,3D = 0.0; 4K = 0.0; Audio = 4.9; Extras = 4.9; Video = 4.8,https://images.static-bluray.com/movies/covers/152607_medium.jpg?t=1544932350,"Jun 28, 2016"
Dragged Across Concrete (2018),238664,blu_ray,Lionsgate Films,Action; Crime; Drama; Heist,7.5,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 3.0; Video = 4.2,https://images3.static-bluray.com/movies/covers/238664_medium.jpg?t=1553737948,"Apr 30, 2019"
Dragon Inn (1967),148240,blu_ray,Criterion,Foreign; Martial arts; Period; Adventure; Action,7.5,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.5; Video = 3.5,https://images.static-bluray.com/movies/covers/148240_medium.jpg?t=1544673956,"Jul 10, 2018"
Dredd 3D (2012),56292,blu_ray,Lionsgate Films,Action; Sci-Fi; Comic book; Thriller; Crime,7.7,3D = 4.0; 4K = 0.0; Audio = 4.8; Extras = 2.5; Video = 4.4,https://images2.static-bluray.com/movies/covers/56292_medium.jpg?t=1416299857,"Jan 08, 2013"
